Corp,Corp Name,School,School Name,"Performance Points
 (3-8)","Performance Weight
 (3-8)","Growth Points
 (4-8)","Growth Weight
 (4-8)","Performance Points
 (10)","Performance Weight
 (10)","Growth Points
 (10-12)","Growth Weight
 (10-12)","Mult. Measures Points
 (12)","Mult. Measures Weight
 (12)",Overall Points,Overall Grade
3315,Avon Community School Corp,2729,Avon Intermediate School West,69.2,0.5,86.5,0.5,,,,,,,77.9,C
3315,Avon Community School Corp,2730,Avon Middle School North,62.5,0.5,94.6,0.5,,,,,,,78.6,C
3315,Avon Community School Corp,2733,Maple Elementary School,80.1,0.5,116,0.5,,,,,,,98.1,A
3315,Avon Community School Corp,2734,White Oak Elementary School,72.3,0.5,94.8,0.5,,,,,,,83.6,B
3315,Avon Community School Corp,2735,Sycamore Elementary School,82.3,0.5,122.7,0.5,,,,,,,102.5,A
3315,Avon Community School Corp,2736,Avon Middle School South,66.1,0.5,92.7,0.5,,,,,,,79.4,C
3315,Avon Community School Corp,2737,Avon High School,,,,,63.6,0.2,126.4,0.2,100.1,0.6,98.1,A
3315,Avon Community School Corp,2738,Cedar Elementary School,73.2,0.5,110.9,0.5,,,,,,,92.1,A
3315,Avon Community School Corp,2739,Pine Tree Elementary School,75.8,0.5,101.5,0.5,,,,,,,88.7,B
3315,Avon Community School Corp,2740,Hickory Elementary School,79.4,0.5,88,0.5,,,,,,,83.7,B
3325,Danville Community School Corp,2721,North Elementary School,80.9,0.5,110.2,0.5,,,,,,,95.6,A
3325,Danville Community School Corp,2741,Danville Community High School,,,,,55.2,0.2,105.2,0.2,100.3,0.6,92.3,A
3325,Danville Community School Corp,2743,Danville Middle School,79.8,0.5,118.8,0.5,,,,,,,99.3,A
3325,Danville Community School Corp,2745,South Elementary School,80.9,0.5,110.2,0.5,,,,,,,95.6,A
3330,Plainfield Community School Corp,2748,Clarks Creek Elementary,82.8,0.5,100.3,0.5,,,,,,,91.6,A
3330,Plainfield Community School Corp,2749,Plainfield High School,,,,,66.7,0.2,103.6,0.2,100.5,0.6,94.4,A
3330,Plainfield Community School Corp,2750,Plainfield Community Middle School,85.9,0.5,108.8,0.5,,,,,,,97.4,A
3330,Plainfield Community School Corp,2751,Central Elementary School,87,0.5,127.7,0.5,,,,,,,107.4,A
3330,Plainfield Community School Corp,2761,Van Buren Elementary School,89.2,0.5,114.8,0.5,,,,,,,102.0,A
3330,Plainfield Community School Corp,2763,Brentwood Elementary School,87.2,0.5,95.9,0.5,,,,,,,91.6,A
3335,Mill Creek Community Sch Corp,2675,Mill Creek East Elementary,73,0.5,105.6,0.5,,,,,,,89.3,B
3335,Mill Creek Community Sch Corp,2677,Mill Creek West Elementary,73.2,0.5,113.4,0.5,,,,,,,93.3,A
3335,Mill Creek Community Sch Corp,2687,Cascade Middle School,70.2,0.5,114.2,0.5,,,,,,,92.2,A
3335,Mill Creek Community Sch Corp,2692,Cascade Senior High School,,,,,52.9,0.2,123.8,0.2,100,0.6,95.3,A
3405,Blue River Valley Schools,2801,Blue River Valley Jr-Sr High Sch,36.1,0.173,63.2,0.173,35.4,0.131,99.8,0.131,100,0.392,74.1,C
3405,Blue River Valley Schools,2803,Blue River Valley Elementary Sch,59.1,0.5,90.7,0.5,,,,,,,74.9,C
3415,South Henry School Corp,2773,Tri Junior-Senior High School,43.7,0.207,93,0.207,36.2,0.117,110,0.117,100,0.351,80.5,B
3415,South Henry School Corp,2777,Tri-Elementary School,57.2,0.5,72.9,0.5,,,,,,,65.1,D
3435,Shenandoah School Corporation,2815,Shenandoah Elementary School,76.5,0.5,104.3,0.5,,,,,,,90.4,A
3435,Shenandoah School Corporation,2817,Shenandoah High School,,,,,54.2,0.2,114,0.2,92.5,0.6,89.1,B
3435,Shenandoah School Corporation,2819,Shenandoah Middle School,68.5,0.5,102.7,0.5,,,,,,,85.6,B
3445,New Castle Community School Corp,2825,New Castle High School,,,,,36.5,0.2,80.8,0.2,100.2,0.6,83.6,B
3445,New Castle Community School Corp,2829,New Castle Middle School,52.3,0.5,83.1,0.5,,,,,,,67.7,D
3445,New Castle Community School Corp,2832,Eastwood Elementary School,55.7,0.5,107.2,0.5,,,,,,,81.5,B
3445,New Castle Community School Corp,2847,Parker Elementary School,46.7,0.5,85.1,0.5,,,,,,,65.9,D
3445,New Castle Community School Corp,2849,James Whitcomb Riley Elem School,79.6,0.5,79,0.5,,,,,,,79.3,C
3445,New Castle Community School Corp,2853,Sunnyside Elementary School,64.8,0.5,107.2,0.5,,,,,,,86.0,B
3445,New Castle Community School Corp,2861,Westwood Elementary School,70.4,0.5,82,0.5,,,,,,,76.2,C
3445,New Castle Community School Corp,2865,Wilbur Wright Elementary School,57.8,0.5,100.5,0.5,,,,,,,79.2,C
3455,C A Beard Memorial School Corp,2869,Knightstown High School,,,,,45.8,0.2,122.3,0.2,100.5,0.6,93.9,A
3455,C A Beard Memorial School Corp,2870,Knightstown Intermediate School,59,0.5,91.3,0.5,,,,,,,75.2,C
3455,C A Beard Memorial School Corp,2887,Knightstown Elementary School,80.3,0.5,91.3,0.5,,,,,,,85.8,B
3460,Taylor Community School Corp,2894,Taylor High School,,,,,45.3,0.2,118.2,0.2,93.5,0.6,88.8,B
3460,Taylor Community School Corp,2895,Taylor Elementary School,41.2,0.5,95.6,0.5,,,,,,,68.4,D
3460,Taylor Community School Corp,2896,Taylor Middle School,46.9,0.5,105.2,0.5,,,,,,,76.1,C
3470,Northwestern School Corp,2897,Northwestern Senior High School,,,,,66.9,0.2,120,0.2,100.5,0.6,97.7,A
3470,Northwestern School Corp,2904,Northwestern Elementary School,66.2,0.5,82.7,0.5,,,,,,,74.5,C
3470,Northwestern School Corp,2905,Howard Elementary School,65.4,0.5,106.1,0.5,,,,,,,85.8,B
3470,Northwestern School Corp,2907,Northwestern Middle School,65.9,0.5,107.4,0.5,,,,,,,86.7,B
3480,Eastern Howard School Corporation,2909,Eastern Elementary School,68.2,0.5,107.3,0.5,,,,,,,87.8,B
3480,Eastern Howard School Corporation,2914,Eastern Middle School,,,108.1,1,,,,,,,108.1,A
3480,Eastern Howard School Corporation,2919,Eastern High School,,,,,74.7,0.2,146.1,0.2,100,0.6,104.2,A
3490,Western School Corp,2921,Western High School,,,,,61.6,0.2,100.8,0.2,100.6,0.6,92.8,A
3490,Western School Corp,2922,Western Middle School,73.7,0.5,109,0.5,,,,,,,91.4,A
3490,Western School Corp,2923,Western Intermediate School,78,0.5,100.5,0.5,,,,,,,89.3,B
3490,Western School Corp,2935,Western Primary School,78,0.5,100.5,0.5,,,,,,,89.3,B
3500,Kokomo School Corporation,2943,Sycamore Elementary School,50.5,0.5,105.4,0.5,,,,,,,78.0,C
3500,Kokomo School Corporation,2945,Bon Air Elementary School,42.6,0.5,128.6,0.5,,,,,,,85.6,B
3500,Kokomo School Corporation,2947,Boulevard Elementary School,51.8,0.5,107.4,0.5,,,,,,,79.6,C
3500,Kokomo School Corporation,2951,Bon Air Middle School,22,0.5,93.2,0.5,,,,,,,57.6,F
3500,Kokomo School Corporation,2955,Central Middle School,49.4,0.5,72.7,0.5,,,,,,,61.1,D
3500,Kokomo School Corporation,2961,Elwood Haynes Elementary School,38.1,0.5,98.2,0.5,,,,,,,68.2,D
3500,Kokomo School Corporation,2963,Maple Crest Middle School,32.3,0.5,84.9,0.5,,,,,,,58.6,F
3500,Kokomo School Corporation,2969,Lafayette Park Elementary School,45.9,0.5,105.3,0.5,,,,,,,75.6,C
3500,Kokomo School Corporation,2993,Pettit Park School,28.2,0.5,102.4,0.5,,,,,,,65.3,D
3500,Kokomo School Corporation,3005,Wallace Elementary School,74.3,0.5,108.7,0.5,,,,,,,91.5,A
3500,Kokomo School Corporation,3013,Kokomo High School,,,,,24,0.2,82.9,0.2,90.5,0.6,75.7,C
3625,Huntington Co Com Sch Corp,3021,Andrews Elementary School,70.5,0.5,89.5,0.5,,,,,,,80.0,B
3625,Huntington Co Com Sch Corp,3025,Riverview School,62.2,0.5,99.9,0.5,,,,,,,81.1,B
3625,Huntington Co Com Sch Corp,3029,Roanoke Elementary School,66.8,0.5,99,0.5,,,,,,,82.9,B
3625,Huntington Co Com Sch Corp,3035,Salamonie School,66.7,0.5,73.3,0.5,,,,,,,70.0,C
3625,Huntington Co Com Sch Corp,3037,Lancaster Elementary School,59.3,0.5,70.6,0.5,,,,,,,65.0,D
3625,Huntington Co Com Sch Corp,3061,Crestview Middle School,62.2,0.5,109.3,0.5,,,,,,,85.8,B
3625,Huntington Co Com Sch Corp,3065,Huntington North High School,,,,,49.6,0.2,81.6,0.2,100.2,0.6,86.4,B
3625,Huntington Co Com Sch Corp,3075,Northwest Elementary School,76.9,0.5,102.9,0.5,,,,,,,89.9,B
3625,Huntington Co Com Sch Corp,3077,Flint Springs Elementary,56.2,0.5,101.2,0.5,,,,,,,78.7,C
3625,Huntington Co Com Sch Corp,3081,Lincoln Elementary School,47.7,0.5,100.6,0.5,,,,,,,74.2,C
3640,Medora Community School Corp,3093,Medora Jr & Sr High School,,,,,,,,,,,,Appeal Pending
3640,Medora Community School Corp,3095,Medora Elementary School,26.5,0.5,70.6,0.5,,,,,,,48.6,F
3675,Seymour Community Schools,3105,Cortland Elementary School,84.4,0.5,146.4,0.5,,,,,,,115.4,A
3675,Seymour Community Schools,3133,Seymour Senior High School,,,,,38.7,0.2,105.8,0.2,100.2,0.6,89.0,B
3675,Seymour Community Schools,3135,Margaret R Brown Elementary School,40.3,0.5,105.4,0.5,,,,,,,72.9,C
3675,Seymour Community Schools,3138,Seymour Middle School,51.7,0.5,102.9,0.5,,,,,,,77.3,C
3675,Seymour Community Schools,3141,Emerson Elementary School,70.1,0.5,90.2,0.5,,,,,,,80.2,B
3675,Seymour Community Schools,3153,Seymour-Jackson Elementary School,50.2,0.5,112.9,0.5,,,,,,,81.6,B
3675,Seymour Community Schools,3157,Seymour-Redding Elementary School,62.5,0.5,112.6,0.5,,,,,,,87.6,B
3695,Brownstown Cnt Com Sch Corp,3107,Brownstown Central Middle School,56.4,0.5,95.4,0.5,,,,,,,75.9,C
3695,Brownstown Cnt Com Sch Corp,3126,Brownstown Central High School,,,,,52.3,0.2,109.2,0.2,100.4,0.6,92.5,A
3695,Brownstown Cnt Com Sch Corp,3129,Brownstown Elementary School,,,,,,,,,,,,Appeal Pending
3710,Crothersville Community Schools,3121,Crothersville Jr-Sr High School,74.4,0.226,78.4,0.226,31.5,0.11,73.2,0.11,100,0.329,79.0,C
3710,Crothersville Community Schools,3122,Crothersville Elementary School,54.6,0.5,59,0.5,,,,,,,56.8,F
3785,Kankakee Valley School Corp,3181,Kankakee Valley High School,,,,,53,0.2,115,0.2,100,0.6,93.6,A
3785,Kankakee Valley School Corp,3183,Kankakee Valley Middle School,67.7,0.5,109,0.5,,,,,,,88.4,B
3785,Kankakee Valley School Corp,3184,DeMotte Elementary School,76.9,0.5,96.8,0.5,,,,,,,86.9,B
3785,Kankakee Valley School Corp,3197,Wheatfield Elementary School,78.7,0.5,96.8,0.5,,,,,,,87.8,B
3785,Kankakee Valley School Corp,3198,Kankakee Valley Intermediate Sch,71.7,0.5,96.8,0.5,,,,,,,84.3,B
3815,Rensselaer Central School Corp,3201,Rensselaer Central High School,,,,,49.6,0.2,97,0.2,100.5,0.6,89.6,B
3815,Rensselaer Central School Corp,3205,Van Rensselaer Elementary School,67.9,0.5,110.7,0.5,,,,,,,89.3,B
3815,Rensselaer Central School Corp,3213,Rensselaer Central Primary School,67.9,0.5,110.7,0.5,,,,,,,89.3,B
3815,Rensselaer Central School Corp,3221,Rensselaer Middle School,63.4,0.5,81.6,0.5,,,,,,,72.5,C
3945,Jay School Corporation,3239,Jay County High School,,,,,44.3,0.2,71.9,0.2,100.5,0.6,83.5,B
3945,Jay School Corporation,3241,Bloomfield Elementary School,69,0.5,91.7,0.5,,,,,,,80.4,B
3945,Jay School Corporation,3247,Redkey Elementary School,71.6,0.5,94.2,0.5,,,,,,,82.9,B
3945,Jay School Corporation,3265,East Jay County Middle School,69,0.5,109.5,0.5,,,,,,,89.3,B
3945,Jay School Corporation,3273,General Shanks Elem School,54.2,0.5,82.9,0.5,,,,,,,68.6,D
3945,Jay School Corporation,3277,Judge Haynes Elementary School,74.5,0.5,101.4,0.5,,,,,,,88.0,B
3945,Jay School Corporation,3285,West Jay County Middle School,,,,,,,,,,,,Appeal Pending
3945,Jay School Corporation,3287,East Elementary School,75.8,0.5,100,0.5,,,,,,,87.9,B
3945,Jay School Corporation,3289,Westlawn Elementary School,69.4,0.5,92.4,0.5,,,,,,,80.9,B
3995,Madison Consolidated Schools,3301,Deputy Elementary School,82.3,0.5,110.4,0.5,,,,,,,96.4,A
3995,Madison Consolidated Schools,3309,Madison Consolidated High School,,,,,43.2,0.2,94.6,0.2,90.2,0.6,81.7,B
3995,Madison Consolidated Schools,3313,Madison Consolidated Jr High Sch,,,,,,,,,,,,Appeal Pending
3995,Madison Consolidated Schools,3321,Rykers' Ridge Elementary School,57.3,0.5,87.8,0.5,,,,,,,72.6,C
3995,Madison Consolidated Schools,3329,Lydia Middleton Elementary School,64.6,0.5,108.2,0.5,,,,,,,86.4,B
3995,Madison Consolidated Schools,3333,Emery O Muncie Elementary School,45.1,0.5,96,0.5,,,,,,,70.6,C
4000,Southwestern-Jefferson Co Con,3337,Southwestern High School,,,,,31.3,0.2,105.4,0.2,94.6,0.6,84.1,B
4000,Southwestern-Jefferson Co Con,3341,Southwestern Elementary School,56.6,0.5,84.7,0.5,,,,,,,70.7,C
4000,Southwestern-Jefferson Co Con,3343,Southwestern Middle School,46.2,0.5,97.3,0.5,,,,,,,71.8,C
4015,Jennings County School Corporation,3345,Jennings County High School,,,,,47.6,0.2,81.4,0.2,100.2,0.6,85.9,B
4015,Jennings County School Corporation,3349,Sand Creek Elementary School,58.5,0.5,109,0.5,,,,,,,83.8,B
4015,Jennings County School Corporation,3357,Scipio Elementary School,67.3,0.5,108.3,0.5,,,,,,,87.8,B
4015,Jennings County School Corporation,3361,Graham Creek Elementary School,78.2,0.5,122.7,0.5,,,,,,,100.5,A
4015,Jennings County School Corporation,3385,Hayden Elementary School,63.5,0.5,99.7,0.5,,,,,,,81.6,B
4015,Jennings County School Corporation,3389,Brush Creek Elementary School,71.5,0.5,114.8,0.5,,,,,,,93.2,A
4015,Jennings County School Corporation,3393,Jennings County Middle School,55.9,0.5,88.1,0.5,,,,,,,72.0,C
4015,Jennings County School Corporation,3397,North Vernon Elementary School,67.5,0.5,96,0.5,,,,,,,81.8,B
4145,Clark-Pleasant Community Sch Corp,3401,Clark Elementary School,73.9,0.5,97.6,0.5,,,,,,,85.8,B
4145,Clark-Pleasant Community Sch Corp,3421,Whiteland Community High School,,,,,48.3,0.2,87.4,0.2,100.7,0.6,87.6,B
4145,Clark-Pleasant Community Sch Corp,3422,Grassy Creek Elementary School,70.5,0.5,101.2,0.5,,,,,,,85.9,B
4145,Clark-Pleasant Community Sch Corp,3425,Whiteland Elementary School,76.6,0.5,103.8,0.5,,,,,,,90.2,A
4145,Clark-Pleasant Community Sch Corp,3427,Clark Pleasant Middle School,72.4,0.5,119.3,0.5,,,,,,,95.9,A
4145,Clark-Pleasant Community Sch Corp,3429,Break-O-Day Elementary School,63.2,0.5,83.9,0.5,,,,,,,73.6,C
4145,Clark-Pleasant Community Sch Corp,3430,Pleasant Crossing Elementary,69.3,0.5,90.1,0.5,,,,,,,79.7,C
4205,Center Grove Community School Corp,3434,Sugar Grove Elementary School,79.3,0.5,102.6,0.5,,,,,,,91.0,A
4205,Center Grove Community School Corp,3435,Center Grove Elementary School,84.4,0.5,110.7,0.5,,,,,,,97.6,A
4205,Center Grove Community School Corp,3437,Center Grove High School,,,,,69.9,0.2,111,0.2,100.5,0.6,96.5,A
4205,Center Grove Community School Corp,3439,Maple Grove Elementary School,79,0.5,101,0.5,,,,,,,90.0,A
4205,Center Grove Community School Corp,3440,North Grove Elementary School,69.7,0.5,96.6,0.5,,,,,,,83.2,B
4205,Center Grove Community School Corp,3441,Center Grove Middle School Central,80.5,0.5,113.8,0.5,,,,,,,97.2,A
4205,Center Grove Community School Corp,3443,Center Grove Middle School North,71.9,0.5,98.1,0.5,,,,,,,85.0,B
4205,Center Grove Community School Corp,3444,Pleasant Grove Elementary School,78.8,0.5,105.5,0.5,,,,,,,92.2,A
4215,Edinburgh Community School Corp,3447,Edinburgh Community High School,,,,,51,0.2,110.4,0.2,100.8,0.6,92.8,A
4215,Edinburgh Community School Corp,3449,Edinburgh Comm Middle School,57.4,0.5,90.7,0.5,,,,,,,74.1,C
4215,Edinburgh Community School Corp,3452,East Side Elementary School,69.7,0.5,104.7,0.5,,,,,,,87.2,B
4225,Franklin Community School Corp,3413,Needham Elementary School,59.3,0.5,90.7,0.5,,,,,,,75.0,C
4225,Franklin Community School Corp,3433,Union Elementary School,75.4,0.5,103.4,0.5,,,,,,,89.4,B
4225,Franklin Community School Corp,3445,Franklin Community High School,,,,,48,0.2,92,0.2,100.2,0.6,88.1,B
4225,Franklin Community School Corp,3457,Franklin Community Middle School,58.9,0.5,93.4,0.5,,,,,,,76.2,C
4225,Franklin Community School Corp,3458,Custer Baker Intermediate School,65.8,0.5,92.5,0.5,,,,,,,79.2,C
4225,Franklin Community School Corp,3461,Northwood Elementary School,62.4,0.5,90.5,0.5,,,,,,,76.5,C
4225,Franklin Community School Corp,3465,Webb Elementary School,49.2,0.5,94,0.5,,,,,,,71.6,C
4225,Franklin Community School Corp,3467,Creekside Elementary School,65.5,0.5,84.8,0.5,,,,,,,75.2,C
4245,Greenwood Community Sch Corp,3473,Greenwood Community High Sch,,,,,56.7,0.2,117.3,0.2,100.6,0.6,95.2,A
4245,Greenwood Community Sch Corp,3475,Greenwood Middle School,69.3,0.5,112.8,0.5,,,,,,,91.1,A
4245,Greenwood Community Sch Corp,3477,Greenwood Northeast Elementary Sch,,,,,,,,,,,,Appeal Pending
4245,Greenwood Community Sch Corp,3479,Westwood Elementary School,81.3,0.5,100.8,0.5,,,,,,,91.1,A
4245,Greenwood Community Sch Corp,3481,V O Isom Central Elem School,73.1,0.5,127.6,0.5,,,,,,,100.4,A
4245,Greenwood Community Sch Corp,3483,Southwest Elementary School,73.6,0.5,122.9,0.5,,,,,,,98.3,A
4255,Nineveh-Hensley-Jackson United,3409,Indian Creek Elementary School,76.6,0.5,108.1,0.5,,,,,,,92.4,A
4255,Nineveh-Hensley-Jackson United,3411,Indian Creek Intermediate School,,,,,,,,,,,,Appeal Pending
4255,Nineveh-Hensley-Jackson United,3418,Indian Creek Middle School,,,,,,,,,,,,Appeal Pending
4255,Nineveh-Hensley-Jackson United,3419,Indian Creek Sr High School,,,,,,,,,,,,Appeal Pending
4315,North Knox School Corp,3521,North Knox Primary School,62.4,0.5,112.7,0.5,,,,,,,87.6,B
4315,North Knox School Corp,3537,North Knox Jr-Sr High School,51.3,0.177,85,0.177,33,0.129,95.1,0.129,100,0.387,79.4,C
4315,North Knox School Corp,3545,North Knox Intermediate,62.4,0.5,112.7,0.5,,,,,,,87.6,B
4325,South Knox School Corp,3489,South Knox Elementary School,67.9,0.5,89.8,0.5,,,,,,,78.9,C
4325,South Knox School Corp,3490,South Knox Middle-High School,67.1,0.172,95.8,0.172,63.9,0.131,126.4,0.131,100,0.393,92.3,A
4335,Vincennes Community School Corp,3509,Benjamin Franklin Elementary Sch,70.1,0.5,88.8,0.5,,,,,,,79.5,C
4335,Vincennes Community School Corp,3553,Lincoln High School,,,,,42.6,0.2,86.9,0.2,100.9,0.6,86.4,B
4335,Vincennes Community School Corp,3557,George Rogers Clark School,52.1,0.5,79.5,0.5,,,,,,,65.8,D
4335,Vincennes Community School Corp,3573,James Whitcomb Riley Elem Sch,51.3,0.5,102.1,0.5,,,,,,,76.7,C
4335,Vincennes Community School Corp,3577,Tecumseh-Harrison Elementary Sch,42,0.5,96.6,0.5,,,,,,,69.3,D
4335,Vincennes Community School Corp,3581,Francis Vigo Elementary School,43.2,0.5,77.7,0.5,,,,,,,60.5,D
4345,Wawasee Community School Corp,3625,North Webster Elementary School,58.5,0.5,96.9,0.5,,,,,,,77.7,C
4345,Wawasee Community School Corp,3630,Wawasee Middle School,51.3,0.5,90.1,0.5,,,,,,,70.7,C
4345,Wawasee Community School Corp,3635,Milford School,55,0.5,82.8,0.5,,,,,,,68.9,D
4345,Wawasee Community School Corp,3637,Syracuse Elementary School,55.6,0.5,71.9,0.5,,,,,,,63.8,D
4345,Wawasee Community School Corp,3639,Wawasee High School,,,,,39,0.2,87.8,0.2,94.5,0.6,82.1,B
4415,Warsaw Community Schools,3589,Claypool Elementary School,69.4,0.5,103.9,0.5,,,,,,,86.7,B
4415,Warsaw Community Schools,3607,Lakeview Middle School,58.6,0.5,95.8,0.5,,,,,,,77.2,C
4415,Warsaw Community Schools,3608,Eisenhower Elementary School,71.7,0.5,98.4,0.5,,,,,,,85.1,B
4415,Warsaw Community Schools,3610,Harrison Elementary School,67.1,0.5,91.7,0.5,,,,,,,79.4,C
4415,Warsaw Community Schools,3613,Leesburg Elementary School,,,,,,,,,,,,Appeal Pending
4415,Warsaw Community Schools,3647,Warsaw Community High School,,,,,,,,,,,,Appeal Pending
4415,Warsaw Community Schools,3653,Edgewood Middle School,69.2,0.5,95.6,0.5,,,,,,,82.4,B
4415,Warsaw Community Schools,3661,Jefferson Elementary School,56.5,0.5,99.9,0.5,,,,,,,78.2,C
4415,Warsaw Community Schools,3665,Lincoln Elementary School,71.4,0.5,108.8,0.5,,,,,,,90.1,A
4415,Warsaw Community Schools,3673,Madison Elementary School,56.3,0.5,80.1,0.5,,,,,,,68.2,D
4415,Warsaw Community Schools,3677,Washington Elementary School,71.4,0.5,105.9,0.5,,,,,,,88.7,B
4445,Tippecanoe Valley School Corp,2139,Akron Elementary School,61.4,0.5,97.1,0.5,,,,,,,79.3,C
4445,Tippecanoe Valley School Corp,3602,Tippecanoe Valley High School,,,,,43.2,0.2,126.5,0.2,100.3,0.6,94.1,A
4445,Tippecanoe Valley School Corp,3603,Mentone Elementary School,61.9,0.5,92.6,0.5,,,,,,,77.3,C
4445,Tippecanoe Valley School Corp,3619,Tippecanoe Valley Middle School,60.9,0.5,101.2,0.5,,,,,,,81.1,B
4455,Whitko Community School Corp,3642,Pierceton Elementary School,50.5,0.5,85.4,0.5,,,,,,,68.0,D
4455,Whitko Community School Corp,3644,Whitko Middle School,51.4,0.5,75.1,0.5,,,,,,,63.3,D
4455,Whitko Community School Corp,9173,South Whitley Elementary School,57.4,0.5,105.9,0.5,,,,,,,81.7,B
4455,Whitko Community School Corp,9191,Whitko High School,,,,,43.5,0.2,111.9,0.2,100.5,0.6,91.4,A
4515,Prairie Heights Community Sch Corp,3686,Prairie Heights Elementary School,55.1,0.5,97.7,0.5,,,,,,,76.4,C
4515,Prairie Heights Community Sch Corp,3688,Prairie Heights Middle School,59.9,0.5,109,0.5,,,,,,,84.5,B
4515,Prairie Heights Community Sch Corp,3690,Prairie Heights Sr High School,,,,,52.5,0.2,130.3,0.2,100.5,0.6,96.9,A
4525,Westview School Corporation,3697,Westview Jr-Sr High School,73.8,0.24,121.5,0.24,67.4,0.104,136.2,0.104,100.5,0.312,99.4,A
4525,Westview School Corporation,3698,Topeka Elementary School,70.1,0.5,111.3,0.5,,,,,,,90.7,A
4525,Westview School Corporation,3702,Westview Elementary School,68.5,0.5,96.7,0.5,,,,,,,82.6,B
4525,Westview School Corporation,3704,Meadowview Elementary School,79.8,0.5,127.4,0.5,,,,,,,103.6,A
4525,Westview School Corporation,3714,Shipshewana-Scott Elementary Sch,69.1,0.5,102.6,0.5,,,,,,,85.9,B
4535,Lakeland School Corporation,3730,Lakeland High School,,,,,32.7,0.2,87.5,0.2,100.7,0.6,84.5,B
4535,Lakeland School Corporation,3731,Parkside Elementary School,60.9,0.5,102.3,0.5,,,,,,,81.6,B
4535,Lakeland School Corporation,3741,Wolcott Mills Elementary School,52.3,0.5,79,0.5,,,,,,,65.7,D
4535,Lakeland School Corporation,3743,Lakeland Middle School,52.5,0.5,83.9,0.5,,,,,,,68.2,D
4535,Lakeland School Corporation,3745,Lima-Brighton Elementary,47.8,0.5,106.4,0.5,,,,,,,77.1,C
4580,Hanover Community School Corp,3781,Jane Ball Elementary School,70.3,0.5,109.8,0.5,,,,,,,90.1,A
4580,Hanover Community School Corp,3782,Lincoln Elementary School,85.2,0.5,95.5,0.5,,,,,,,90.4,A
4580,Hanover Community School Corp,3784,Hanover Central Middle School,74.7,0.5,112.7,0.5,,,,,,,93.7,A
4580,Hanover Community School Corp,3785,Hanover Central High School,,,,,44.7,0.2,94.6,0.2,100,0.6,87.9,B
4590,River Forest Community Sch Corp,3791,River Forest High School,,,,,29.6,0.2,98.8,0.2,93.4,0.6,81.7,B
4590,River Forest Community Sch Corp,3797,Henry S Evans Elementary School,56.7,0.5,100.9,0.5,,,,,,,78.8,C
4590,River Forest Community Sch Corp,3801,River Forest Middle School,42.2,0.5,93.1,0.5,,,,,,,67.7,D
4590,River Forest Community Sch Corp,3805,John I Meister Elementary School,60.7,0.5,101.3,0.5,,,,,,,81.0,B
4600,Merrillville Community School Corp,3809,Merrillville High School,,,,,35.2,0.2,100.1,0.2,95.4,0.6,84.3,B
4600,Merrillville Community School Corp,3811,Pierce Middle School,51.8,0.5,105.7,0.5,,,,,,,78.8,C
4600,Merrillville Community School Corp,3813,Merrillville Intermediate School,62.5,0.5,106.1,0.5,,,,,,,84.3,B
4600,Merrillville Community School Corp,3821,Henry P Fieler Elementary School,59.8,0.5,99.7,0.5,,,,,,,79.8,C
4600,Merrillville Community School Corp,3822,Homer Iddings Elementary School,64,0.5,101.5,0.5,,,,,,,82.8,B
4600,Merrillville Community School Corp,3826,Edgar L Miller Elementary School,60.3,0.5,118.1,0.5,,,,,,,89.2,B
4600,Merrillville Community School Corp,3827,John Wood Elementary School,81.3,0.5,147.7,0.5,,,,,,,114.5,A
4600,Merrillville Community School Corp,3829,Jonas E Salk Elementary School,66.6,0.5,96.8,0.5,,,,,,,81.7,B
4615,Lake Central School Corporation,3831,Michael Grimmer Middle School,69.6,0.5,99.7,0.5,,,,,,,84.7,B
4615,Lake Central School Corporation,3833,Lake Central High School,,,,,52.3,0.2,115.2,0.2,100.4,0.6,93.7,A
4615,Lake Central School Corporation,3837,Kolling Elementary School,80.1,0.5,117.4,0.5,,,,,,,98.8,A
4615,Lake Central School Corporation,3838,Hal E Clark Middle School,70.7,0.5,100.9,0.5,,,,,,,85.8,B
4615,Lake Central School Corporation,3839,George Bibich Elementary School,86.9,0.5,104.6,0.5,,,,,,,95.8,A
4615,Lake Central School Corporation,3840,James H Watson Elementary School,74.5,0.5,90.5,0.5,,,,,,,82.5,B
4615,Lake Central School Corporation,3841,Kahler Middle School,69.8,0.5,105.6,0.5,,,,,,,87.7,B
4615,Lake Central School Corporation,3843,Protsman Elementary School,74.9,0.5,94.2,0.5,,,,,,,84.6,B
4615,Lake Central School Corporation,4349,Homan Elementary School,74.5,0.5,108.8,0.5,,,,,,,91.7,A
4615,Lake Central School Corporation,4351,Peifer Elementary School,84.1,0.5,107,0.5,,,,,,,95.6,A
4645,Tri-Creek School Corporation,3753,Oak Hill Elementary School,77.1,0.5,123.6,0.5,,,,,,,100.4,A
4645,Tri-Creek School Corporation,3845,Lake Prairie Elementary School,80.7,0.5,111.6,0.5,,,,,,,96.2,A
4645,Tri-Creek School Corporation,3848,Three Creeks Elem School,66.8,0.5,83.4,0.5,,,,,,,75.1,C
4645,Tri-Creek School Corporation,3851,Lowell Middle School,67.1,0.5,110.4,0.5,,,,,,,88.8,B
4645,Tri-Creek School Corporation,3865,Lowell Senior High School,,,,,54.6,0.2,109.5,0.2,100,0.6,92.8,A
